Ch_0,Ch_1,Ch_2,Ch_3,Ratio_0_1,TimeDiff_0_1,Ratio_2_3,TimeDiff_2_3
189,349,240,211,0.5415472779369628,2749,1.1374407582938388,-1249
1368,894,907,1123,1.5302013422818792,-62,0.8076580587711487,1936
997,948,1815,1736,1.0516877637130801,-1624,1.0455069124423964,625
791,1039,1370,672,0.7613089509143407,1688,2.0386904761904763,-2124
1816,3026,1993,1721,0.6001321877065433,2437,1.158047646717025,1125
3010,2603,4992,2140,1.1563580484056857,-218,2.3327102803738318,-2078
1729,1972,2362,1426,0.8767748478701826,-1282,1.656381486676017,657
1094,994,1119,834,1.1006036217303823,-1062,1.341726618705036,501
1080,1015,2446,982,1.064039408866995,500,2.4908350305498983,-1999
1070,958,1359,722,1.116910229645094,-437,1.8822714681440442,-3625
268,253,188,161,1.0592885375494072,1751,1.1677018633540373,-500
1412,1599,1634,1383,0.8830519074421513,-126,1.1814895155459146,-156
503,635,659,4845,0.7921259842519685,-1125,0.13601651186790506,3563
1307,1165,968,767,1.1218884120171675,-1250,1.2620599739243807,563
1862,3667,2177,1824,0.5077720207253886,1797,1.193530701754386,999
1207,3745,1416,1229,0.32229639519359143,1858,1.1521562245728234,93
919,4806,981,992,0.1912193091968373,4548,0.9889112903225806,-188
1354,1767,1589,1205,0.7662705149971704,2500,1.3186721991701245,-1249
1264,1606,2381,1449,0.7870485678704857,250,1.6432022084195996,-281
709,1129,1165,654,0.6279893711248893,562,1.7813455657492354,-2312
2209,1372,2064,1459,1.6100583090379008,-156,1.4146675805346127,-1031
1076,1183,2018,935,0.9095519864750634,-500,2.158288770053476,-282
880,868,783,677,1.0138248847926268,-186,1.1565731166912852,-1313
694,1086,1288,792,0.6390423572744015,1812,1.6262626262626263,-1937
1449,1915,2241,1526,0.7566579634464752,-251,1.4685452162516384,469
1161,1036,813,686,1.1206563706563706,251,1.185131195335277,1312
226,322,261,216,0.7018633540372671,1750,1.2083333333333333,249
659,316,424,237,2.0854430379746836,-4875,1.7890295358649788,750
4176,1113,1617,1307,3.752021563342318,-4562,1.237184391736802,657
441,634,622,344,0.695583596214511,1001,1.808139534883721,-376
1167,1161,1267,1036,1.0051679586563307,-2188,1.222972972972973,2187
1702,1546,4079,1213,1.1009055627425615,-345,3.362737015663644,-2954
1261,1079,841,738,1.1686746987951808,187,1.1395663956639566,125
957,1008,1096,3706,0.9494047619047619,-1063,0.29573664328116567,4782
1626,2000,2031,2090,0.813,-1438,0.9717703349282296,3594
675,908,869,627,0.7433920704845814,-874,1.3859649122807018,187
2343,2552,3008,1882,0.9181034482758621,874,1.5982996811902233,-922
979,979,1023,943,1.0,1313,1.0848356309650053,-1000
1482,631,673,600,2.3486529318541995,-2531,1.1216666666666666,251
275,1552,308,343,0.17719072164948454,2470,0.8979591836734694,1501
703,589,1293,1028,1.1935483870967742,-2501,1.2577821011673151,1658
1273,879,3917,875,1.4482366325369738,687,4.476571428571429,-2970
1019,754,772,1204,1.3514588859416445,-4187,0.6411960132890365,2499
368,257,296,305,1.4319066147859922,-375,0.9704918032786886,1500
384,253,279,303,1.517786561264822,-2375,0.9207920792079208,1500
257,243,229,341,1.0576131687242798,499,0.6715542521994134,125
1061,1366,1588,1117,0.7767203513909224,-61,1.4216651745747537,-280
1490,928,996,1280,1.605603448275862,-3125,0.778125,3375
1307,1239,752,655,1.0548829701372073,1,1.1480916030534352,-1
1168,688,712,1114,1.697674418604651,-2937,0.6391382405745063,2563
3437,1641,1557,1416,2.094454600853138,-1265,1.0995762711864407,1469
968,943,669,489,1.026511134676564,-312,1.3680981595092025,2937
1006,648,718,872,1.5524691358024691,-3437,0.823394495412844,1687
4253,2274,2550,2497,1.8702726473175022,-3047,1.0212254705646777,2061
837,1128,1025,823,0.7420212765957447,0,1.2454434993924666,-188
1139,792,1066,966,1.4381313131313131,-125,1.10351966873706,-688
1956,1169,1144,1189,1.6732249786142002,-1937,0.9621530698065601,1000
1973,1356,1344,1101,1.455014749262537,-1593,1.220708446866485,1751
3090,3038,4184,2468,1.0171165240289664,1189,1.6952998379254458,-640
223,413,322,239,0.5399515738498789,1374,1.3472803347280335,-3251
1751,3424,1714,1578,0.5113901869158879,2594,1.0861850443599492,188
337,1046,404,335,0.32217973231357555,1624,1.2059701492537314,1375
195,303,244,273,0.6435643564356436,4500,0.8937728937728938,-2000
1903,1717,2306,3624,1.1083284799068143,-969,0.6363134657836644,3265
1381,1097,5276,895,1.2588878760255242,-624,5.894972067039106,-3828
1385,1163,836,823,1.1908856405846948,-782,1.0157958687727826,688
1474,2296,1407,1240,0.64198606271777,2845,1.1346774193548388,436
1596,1362,1403,1666,1.171806167400881,-2281,0.8421368547418968,2936
2470,1065,1101,813,2.31924882629108,-3125,1.3542435424354244,1061
1434,4622,1879,1689,0.3102553007356123,3611,1.1124925991711072,-250
528,750,570,1467,0.704,-751,0.3885480572597137,4311
2215,2493,2019,1821,0.8884877657440834,-407,1.1087314662273475,782
1209,1769,2036,1061,0.6834369700395704,1626,1.9189443920829405,-2344
873,1600,1566,864,0.545625,2499,1.8125,-1404
1245,1275,1297,1232,0.9764705882352941,-1000,1.0527597402597402,2126
1397,1532,2951,1357,0.9118798955613577,1499,2.174649963154016,-1296
812,727,1295,975,1.1169188445667124,-626,1.3282051282051281,874
298,328,564,405,0.9085365853658537,250,1.3925925925925926,687
650,609,7798,538,1.0673234811165846,-751,14.49442379182156,-5929
2139,1530,1839,2055,1.3980392156862744,-2438,0.8948905109489051,1750
884,1138,1151,744,0.7768014059753954,-1062,1.5470430107526882,-1688
2202,1559,1777,1910,1.4124438742783836,-1624,0.9303664921465968,2125
1866,1731,2455,1756,1.0779896013864818,157,1.3980637813211845,437
423,846,773,450,0.5,4000,1.7177777777777778,-2814
436,546,715,354,0.7985347985347986,999,2.019774011299435,188
366,658,539,320,0.5562310030395137,2626,1.684375,-749
7030,2010,2401,1811,3.4975124378109452,-5570,1.3257868580894534,999
1267,1324,1236,1325,0.9569486404833837,-501,0.9328301886792453,313
2665,2631,2767,2359,1.0129228430254655,126,1.1729546417973717,952
965,2903,1126,918,0.3324147433689287,3312,1.2265795206971677,0
907,1180,1134,1272,0.7686440677966102,311,0.8915094339622641,4313
1108,1070,2467,1086,1.0355140186915888,1499,2.2716390423572745,124
668,648,956,939,1.0308641975308641,501,1.0181043663471778,1188
1352,768,878,1097,1.7604166666666667,-2562,0.8003646308113036,2249
493,508,280,242,0.9704724409448819,1000,1.1570247933884297,501
4917,4201,9321,4405,1.1704356105689122,-328,2.116004540295119,-2227
1779,1595,5375,1222,1.1153605015673982,563,4.398527004909984,-2897
1022,838,2183,710,1.2195704057279235,-875,3.074647887323944,-1375
715,615,758,398,1.1626016260162602,-1313,1.9045226130653266,814
1120,1418,1276,1189,0.7898448519040903,1376,1.0731707317073171,814
3395,2009,2147,1768,1.6898954703832754,-1671,1.214366515837104,1626
1667,959,1068,1628,1.7382690302398331,-1719,0.6560196560196561,3874
772,398,514,629,1.9396984924623115,-5000,0.8171701112877583,2124
2868,1664,1917,1458,1.7235576923076923,-3266,1.3148148148148149,1843
3959,1439,1556,1229,2.7512161223071576,-3704,1.2660699755899105,876
1155,1114,667,602,1.0368043087971275,-251,1.1079734219269104,1374
764,566,714,719,1.3498233215547704,-1875,0.9930458970792768,-62
251,220,264,264,1.1409090909090909,0,1.0,2751
389,300,271,428,1.2966666666666666,-4125,0.633177570093458,4125
808,1313,1388,694,0.6153846153846154,2437,2.0,-688
570,619,904,622,0.9208400646203554,1125,1.4533762057877813,-561
2420,2113,5314,1592,1.1452910553715097,-249,3.3379396984924625,-3968
1176,1338,1736,1098,0.8789237668161435,62,1.5810564663023678,-1094
526,497,578,596,1.0583501006036218,-625,0.9697986577181208,751
1541,2115,2902,1617,0.7286052009456265,155,1.7946815089672232,-108
1847,1423,1529,1718,1.297962052002811,-2531,0.889988358556461,2656
6201,857,1125,761,7.235705950991832,-6650,1.4783180026281209,811
581,1030,1307,621,0.5640776699029126,3125,2.104669887278583,-4345
1874,1056,1306,1795,1.7746212121212122,-2532,0.7275766016713092,2220
354,499,467,335,0.7094188376753507,2249,1.3940298507462687,-1375
736,776,816,951,0.9484536082474226,-1874,0.8580441640378549,3312
1670,1342,3305,1326,1.2444113263785395,93,2.4924585218702866,-2360
656,706,1072,651,0.9291784702549575,499,1.6466973886328724,-437
3649,1993,2167,2091,1.8309081786251882,-2719,1.0363462458153994,1750
1441,1230,1604,1305,1.1715447154471545,312,1.22911877394636,-281
1510,1320,1461,807,1.143939393939394,-2001,1.8104089219330854,-1094
1376,1220,813,744,1.1278688524590164,-1313,1.092741935483871,374
2278,2072,6209,1423,1.0994208494208495,251,4.363316936050597,-4188
2193,2111,3216,2197,1.038844149692089,31,1.463814292216659,671
320,290,498,415,1.103448275862069,2250,1.2,-1250
1614,1119,1419,1250,1.4423592493297588,-94,1.1352,-874
954,1278,1369,909,0.7464788732394366,-751,1.506050605060506,-312
453,823,826,334,0.5504252733900364,1000,2.4730538922155687,-2436
1750,2121,2359,1668,0.8250825082508251,62,1.4142685851318946,561
556,302,344,509,1.8410596026490067,-1374,0.6758349705304518,4125
6229,4928,3703,2883,1.2640016233766234,-1297,1.2844259451959763,920
256,315,246,185,0.8126984126984127,2001,1.3297297297297297,-1499
595,980,471,564,0.6071428571428571,2374,0.8351063829787234,1126
643,416,461,567,1.5456730769230769,-4626,0.8130511463844797,-250
578,1027,1226,606,0.5628042843232717,2000,2.0231023102310233,-1249
2885,1253,1390,1246,2.3024740622505986,-2860,1.115569823434992,1594
772,782,1014,708,0.9872122762148338,-811,1.4322033898305084,1625
935,664,501,559,1.408132530120482,-1375,0.8962432915921288,126
1342,1034,1163,1276,1.297872340425532,-250,0.9114420062695925,1251
1026,957,1532,1078,1.0721003134796239,-1501,1.4211502782931353,780
1199,1262,1662,1522,0.9500792393026941,-1501,1.0919842312746386,-62
3226,1406,1541,1060,2.294452347083926,-4047,1.4537735849056603,-187
2547,2295,3532,1656,1.1098039215686275,-656,2.132850241545894,-2828
2776,2284,2556,1843,1.2154115586690017,-2094,1.3868692349430276,1687
959,986,1209,4866,0.9726166328600405,-563,0.24845869297163994,5249
338,325,380,316,1.04,-3001,1.2025316455696202,749
1843,1889,2874,1987,0.9756484912652197,-125,1.4464016104680422,1205
1157,943,1345,861,1.2269353128313891,-2563,1.562137049941928,439
2970,3202,4526,3004,0.9275452841973766,749,1.5066577896138482,235
2358,1365,2022,1564,1.7274725274725276,-3374,1.292838874680307,655
1582,2578,1813,1295,0.6136539953452289,750,1.4,283
1620,1552,2443,1499,1.0438144329896908,876,1.6297531687791862,-781
1925,2911,1915,1668,0.6612847818619031,813,1.1480815347721822,907
2373,3181,2674,2073,0.7459918264696637,594,1.2899179932465026,937
1026,1017,1013,2718,1.008849557522124,-1375,0.37270051508462104,2389
911,1035,989,2924,0.8801932367149758,-1061,0.3382352941176471,4329
1352,2483,1468,1317,0.5445026178010471,3312,1.1146545178435838,0
1393,1339,3344,1476,1.0403286034353996,502,2.265582655826558,-1204
527,636,846,486,0.8286163522012578,1250,1.7407407407407407,563
4027,1598,1733,1252,2.5200250312891113,-3422,1.384185303514377,32
621,565,1062,954,1.0991150442477877,-625,1.1132075471698113,63
1425,3116,1437,1088,0.4573170731707317,2720,1.3207720588235294,1718
1883,3819,2105,1806,0.4930610107357947,2563,1.165559246954596,939
514,608,584,836,0.8453947368421053,-1250,0.6985645933014354,4062
1664,1523,1836,2394,1.09258043335522,-1531,0.7669172932330827,1906
216,313,242,217,0.6900958466453674,1999,1.1152073732718895,-2750
898,1017,1241,650,0.8829891838741396,875,1.9092307692307693,-688
1294,1152,3417,1198,1.1232638888888888,1564,2.852253756260434,-1311
836,1139,1188,558,0.7339771729587358,-1251,2.129032258064516,-188
3138,1746,2076,1996,1.7972508591065293,-2139,1.0400801603206413,1656
2221,1335,1499,1619,1.6636704119850187,-1406,0.9258801729462631,3187
317,535,460,336,0.5925233644859813,1375,1.369047619047619,-625
326,652,710,322,0.5,376,2.2049689440993787,-3314
1060,1029,1730,1408,1.0301263362487851,624,1.2286931818181819,1344
1357,1467,1431,1415,0.9250170415814588,-1438,1.0113074204946997,1314
1240,1407,1266,3652,0.8813077469793887,-1501,0.3466593647316539,3859
1006,664,673,832,1.5150602409638554,-1188,0.8088942307692307,1749
1392,1172,1681,1434,1.1877133105802047,-687,1.1722454672245468,1282
415,347,310,753,1.1959654178674353,-1000,0.4116865869853918,2001
240,246,254,2920,0.975609756097561,-499,0.08698630136986302,4952
1373,2743,1356,1293,0.5005468465184105,1406,1.048723897911833,-687
3148,1270,1363,1272,2.478740157480315,-2892,1.0715408805031446,593
1001,941,895,972,1.0637619553666313,-374,0.9207818930041153,1001
1017,776,1681,770,1.3105670103092784,313,2.1831168831168832,-3032
1619,1257,1083,1426,1.2879872712808274,-1906,0.7594670406732118,1656
1111,1130,1005,742,0.9831858407079646,-498,1.3544474393530996,-938
1273,1296,2223,1847,0.9822530864197531,-1000,1.2035733622089875,1594
1156,1160,1351,1859,0.996551724137931,-2249,0.7267348036578806,1845
844,944,793,545,0.8940677966101694,-1001,1.455045871559633,-125
699,693,1863,617,1.0086580086580086,875,3.0194489465153973,-2406
4825,646,788,495,7.469040247678018,-5516,1.591919191919192,186
238,221,211,248,1.0769230769230769,-3000,0.8508064516129032,2000
1770,1078,1214,1496,1.6419294990723563,-1688,0.8114973262032086,1439
4800,1598,2209,1636,3.0037546933667083,-4609,1.3502444987775062,-125
240,241,423,262,0.995850622406639,250,1.6145038167938932,499
346,717,374,406,0.4825662482566248,874,0.9211822660098522,-999
794,3173,1098,860,0.2502363693665301,2907,1.2767441860465116,499
512,277,808,321,1.848375451263538,500,2.5171339563862927,-3125
1720,2111,1679,1291,0.8147797252486974,499,1.3005422153369481,781
1354,1220,2078,1444,1.1098360655737705,-250,1.4390581717451523,342
1134,924,2328,1056,1.2272727272727273,-814,2.2045454545454546,-1406
1855,1723,2023,4000,1.0766105629715612,-531,0.50575,3454
2040,2555,2145,1863,0.7984344422700587,812,1.1513687600644122,406
287,608,599,275,0.4720394736842105,1000,2.178181818181818,-3750
171,305,245,181,0.5606557377049181,-1251,1.3535911602209945,1501
790,800,1223,1090,0.9875,-1374,1.1220183486238533,-750
3913,2515,2640,2613,1.5558648111332007,-1608,1.010332950631458,2499
987,994,728,625,0.9929577464788732,186,1.1648,249
479,578,756,466,0.828719723183391,624,1.6223175965665235,-2813
1014,976,959,1984,1.0389344262295082,-751,0.48336693548387094,3906
1850,3086,1717,1617,0.5994815294880104,1593,1.061842918985776,842
1684,1446,2898,986,1.1645919778699863,32,2.9391480730223125,-3422
786,746,1299,1204,1.0536193029490617,-1124,1.0789036544850499,1625
2026,1453,1878,1034,1.3943565037852719,-2313,1.816247582205029,-595
935,980,1856,1590,0.9540816326530612,-374,1.1672955974842767,938
912,1331,1159,1052,0.6851990984222389,1001,1.1017110266159695,2249
1483,1011,1031,1016,1.466864490603363,-438,1.014763779527559,2750
1369,1327,977,798,1.031650339110776,-751,1.2243107769423558,-62
1013,1109,623,518,0.9134355275022543,-625,1.2027027027027026,1374
864,1070,1349,663,0.8074766355140187,876,2.0346907993966816,-813
3049,3693,3628,3122,0.8256160303276469,1124,1.1620755925688662,1328
2388,2096,2936,2795,1.1393129770992367,281,1.0504472271914131,1330
1409,1309,1555,1755,1.076394194041253,-469,0.886039886039886,1500
1347,1220,2338,1351,1.1040983606557377,188,1.7305699481865284,594
981,1323,1286,902,0.7414965986394558,63,1.4257206208425721,-2186
1768,1686,1675,1221,1.0486358244365361,-375,1.371826371826372,-437
1061,1030,2330,897,1.0300970873786408,0,2.597547380156076,-2220
1181,1052,747,784,1.1226235741444868,-1438,0.9528061224489796,1001
467,592,342,302,0.7888513513513513,-751,1.1324503311258278,-1376
2165,2211,1932,1625,0.979194934418815,-436,1.188923076923077,875
281,263,413,219,1.0684410646387832,-1000,1.8858447488584476,-1999
1329,807,857,942,1.6468401486988848,-626,0.9097664543524416,2625
246,230,200,309,1.0695652173913044,-3001,0.6472491909385113,4501
1346,923,1212,1049,1.4582881906825569,-188,1.1553860819828408,-124
282,253,272,303,1.1146245059288538,-749,0.8976897689768977,1500
928,971,1264,647,0.9557157569515963,0,1.9536321483771253,-2626
878,812,694,499,1.0812807881773399,-62,1.3907815631262526,0
1099,1041,1897,966,1.0557156580211335,625,1.963768115942029,-1219
809,1146,1330,758,0.705933682373473,563,1.754617414248021,-1999
1249,1416,1058,1114,0.8820621468926554,2187,0.9497307001795332,1999
1350,865,793,1297,1.560693641618497,-3595,0.6114109483423285,3874
281,224,303,288,1.2544642857142858,-1750,1.0520833333333333,1750
1256,1391,1283,1235,0.9029475197699497,251,1.0388663967611336,1999
819,839,1376,1186,0.9761620977353993,-625,1.1602023608768972,1282
3516,1873,2199,1548,1.8772023491724505,-3671,1.4205426356589148,625
2304,2128,2422,5413,1.0827067669172932,-1093,0.4474413449104009,4172
1184,1119,1329,807,1.0580875781948167,-2437,1.6468401486988848,-375
2035,1323,1298,1276,1.5381708238851095,-2062,1.0172413793103448,2125
1183,2032,2298,1055,0.5821850393700787,2343,2.1781990521327015,-1032
1985,1453,1655,963,1.366139022711631,-3595,1.7185877466251298,970
986,999,1107,3143,0.986986986986987,-1499,0.35221126312440343,3514
1248,1020,1515,1093,1.223529411764706,-749,1.3860933211344921,-875
969,989,6001,811,0.9797775530839231,686,7.399506781750925,-5072
1069,3325,1257,1053,0.32150375939849624,2127,1.1937321937321936,1000
1015,2177,1238,1109,0.4662379421221865,468,1.1163210099188459,-438
1340,1725,2242,1055,0.7768115942028986,2158,2.1251184834123222,-1344
1053,884,1634,1438,1.1911764705882353,-1063,1.1363004172461753,1312
801,675,692,843,1.1866666666666668,-251,0.8208778173190985,1375
1169,5410,1103,1256,0.21608133086876155,5531,0.8781847133757962,-313
313,265,261,238,1.181132075471698,-250,1.096638655462185,1999
1281,2343,1179,1163,0.5467349551856594,2406,1.0137575236457437,749
947,594,665,874,1.5942760942760943,-2563,0.7608695652173914,3063
1107,710,811,844,1.5591549295774647,-2436,0.9609004739336493,4187
1378,1336,3430,1201,1.031437125748503,1,2.8559533721898416,-875
1751,1316,3848,1387,1.330547112462006,656,2.7743330930064887,-1875
3188,2196,2714,2927,1.4517304189435336,-2375,0.9272292449607106,781
336,286,282,243,1.1748251748251748,-1499,1.1604938271604939,-1001
228,361,192,175,0.631578947368421,1624,1.0971428571428572,-1249
608,1013,989,545,0.6001974333662389,2439,1.8146788990825689,-1000
789,5898,921,893,0.13377416073245169,6046,1.0313549832026876,-813
1167,1280,1716,1342,0.91171875,-625,1.278688524590164,1063
893,598,605,939,1.4933110367892977,-2562,0.6443024494142705,2312
2506,2072,3340,3162,1.2094594594594594,-1186,1.05629348513599,1829
1380,1226,3542,1157,1.1256117455138663,-314,3.0613656006914436,-2203
1028,1164,623,550,0.8831615120274914,1,1.1327272727272728,625
2476,2275,1676,1447,1.0883516483516484,-63,1.1582584657912924,1125
1209,1141,1397,846,1.0595968448729185,-752,1.6513002364066194,-1875
263,236,402,281,1.1144067796610169,2000,1.4306049822064058,-376
464,479,350,237,0.9686847599164927,-1875,1.4767932489451476,-2001
1093,644,627,1098,1.6972049689440993,-5063,0.5710382513661202,2687
864,1147,827,659,0.7532693984306887,687,1.2549317147192716,-749
1108,1336,1195,2754,0.8293413173652695,-1189,0.43391430646332607,4423
772,533,592,377,1.448405253283302,-3626,1.570291777188329,-1061
1989,2749,3039,1797,0.7235358312113496,2063,1.691151919866444,-548
1003,876,6530,662,1.1449771689497716,-1063,9.86404833836858,-4374
596,392,534,553,1.5204081632653061,-2751,0.9656419529837251,875
767,994,983,680,0.7716297786720322,688,1.4455882352941176,-439
1092,700,655,1001,1.56,-3500,0.6543456543456544,3937
947,735,7101,631,1.28843537414966,1812,11.253565768621236,-4445
2347,1879,3184,1467,1.2490686535391164,-689,2.1704158145875936,-2360
1676,3096,1611,1606,0.541343669250646,1439,1.0031133250311333,563
692,712,1212,1054,0.9719101123595506,-499,1.1499051233396584,1220
1189,2309,1155,1114,0.5149415331312256,1437,1.0368043087971275,939
3894,2655,4243,3046,1.4666666666666666,-1125,1.3929743926460931,-516
1156,1193,2447,1071,0.9689857502095558,1501,2.284780578898226,-1343
3740,2813,5055,3151,1.3295414148595806,-234,1.6042526182164392,-1312
1227,1153,1193,1240,1.0641803989592369,-813,0.9620967741935483,1500
1124,1076,1233,777,1.0446096654275092,-2064,1.5868725868725868,-1249
626,571,1086,1006,1.096322241681261,-2000,1.0795228628230615,936
1365,1244,1801,1837,1.097266881028939,-1123,0.9804028307022319,2155
1015,938,1671,1377,1.0820895522388059,-563,1.2135076252723311,626
2354,2193,2447,2302,1.0734154126766986,-1124,1.0629887054735012,782
342,299,713,305,1.1438127090301002,499,2.3377049180327867,-3250
2795,1535,1462,1425,1.8208469055374592,-2470,1.0259649122807017,1781
635,428,1628,417,1.483644859813084,-876,3.904076738609113,-3125
3545,1326,1674,1375,2.6734539969834086,-4765,1.2174545454545453,2029
1127,793,1863,687,1.4211853720050442,-1813,2.7117903930131004,-2843
1349,778,785,1284,1.7339331619537275,-3687,0.6113707165109035,3562
1620,1745,2663,1741,0.9283667621776505,-156,1.5295807007466973,-439
1647,934,960,1431,1.7633832976445396,-4219,0.6708595387840671,3376
1145,1170,1038,1025,0.9786324786324786,1500,1.0126829268292683,1377
1140,2053,1391,1204,0.5552849488553336,2967,1.1553156146179402,1001
1060,1235,1549,815,0.8582995951417004,188,1.9006134969325152,-155
403,384,312,285,1.0494791666666667,749,1.0947368421052632,-500
1080,1152,2898,1040,0.9375,749,2.7865384615384614,-1389
864,901,955,660,0.9589345172031076,-1125,1.446969696969697,-312
2568,1723,1539,1439,1.4904236796285548,-1468,1.069492703266157,342
767,713,457,413,1.0757363253856942,1313,1.1065375302663438,-126
1323,1257,2433,1368,1.0525059665871122,-311,1.7785087719298245,94
1183,1660,1563,1147,0.7126506024096385,1530,1.3626852659110724,436
386,283,416,772,1.3639575971731448,-1499,0.538860103626943,3686
2371,1829,3313,1311,1.2963367960634227,532,2.527078565980168,-1484
1442,710,838,1221,2.0309859154929577,-2437,0.6863226863226863,2500
1296,1803,1390,1108,0.718801996672213,1655,1.2545126353790614,-1062
1055,951,1595,1455,1.1093585699263933,186,1.0962199312714778,156
962,804,513,501,1.1965174129353233,-1563,1.0239520958083832,1751
702,744,1199,1183,0.9435483870967742,-750,1.0135249366018597,1313
1595,1570,2981,1655,1.015923566878981,-657,1.8012084592145015,235
1131,1009,1293,1868,1.1209117938553024,-1063,0.6921841541755889,2375
537,470,988,928,1.1425531914893616,-1375,1.0646551724137931,1751
1238,999,1630,929,1.2392392392392393,-1937,1.7545748116254036,718
1486,1588,876,859,0.9357682619647355,125,1.019790454016298,1501
1560,1576,1577,4460,0.9898477157360406,-813,0.35358744394618835,3452
1891,616,967,567,3.0698051948051948,-4469,1.7054673721340388,814
2396,2348,2637,3924,1.020442930153322,-1468,0.6720183486238532,3514
690,681,1120,1053,1.013215859030837,-1500,1.063627730294397,499
1705,1348,1193,1065,1.2648367952522255,-157,1.12018779342723,-63
574,973,996,528,0.5899280575539568,2936,1.8863636363636365,-1188
478,1038,1046,541,0.4605009633911368,751,1.933456561922366,-2249
4981,1960,2085,1593,2.541326530612245,-3986,1.3088512241054613,1124
443,570,606,495,0.7771929824561403,-875,1.2242424242424241,2250
1716,1493,978,947,1.1493636972538512,250,1.0327349524815206,1000
1356,3722,1406,1138,0.3643202579258463,2642,1.2355008787346222,-438
1529,1162,1246,1414,1.3158347676419966,-1688,0.8811881188118812,2564
1505,1876,1589,1301,0.8022388059701493,781,1.221368178324366,1407
1030,1119,1190,1075,0.9204647006255585,-1687,1.1069767441860465,1812
1364,960,1043,989,1.4208333333333334,-1624,1.0546006066734075,1063
1421,1198,1154,2902,1.186143572621035,-939,0.3976567884217781,3531
1565,1563,1523,3410,1.00127959053103,-1718,0.4466275659824047,3530
314,372,383,316,0.8440860215053764,374,1.2120253164556962,-751
2305,2235,2746,2148,1.0313199105145414,187,1.2783985102420856,673
1554,1219,3857,1123,1.2748154224774406,94,3.4345503116651828,-2750
678,661,859,980,1.0257186081694403,-250,0.8765306122448979,375
1499,1297,1111,897,1.1557440246723207,-656,1.2385730211817167,750
712,638,1161,1087,1.115987460815047,-374,1.0680772769089237,1563
4123,3780,7352,3926,1.0907407407407408,110,1.8726439123790117,-1618
1176,1104,1195,744,1.065217391304348,-748,1.6061827956989247,-813
765,1022,655,576,0.7485322896281801,-311,1.1371527777777777,-1750
2506,2540,1826,1729,0.9866141732283464,-906,1.0561017929438983,749
1188,892,2613,962,1.3318385650224216,187,2.7162162162162162,-3079
611,490,874,845,1.2469387755102042,-250,1.034319526627219,-313
1419,1605,1386,1213,0.8841121495327103,-468,1.1426215993404782,1032
1227,1183,2126,1338,1.037193575655114,-625,1.5889387144992526,-437
1659,831,941,1231,1.9963898916967509,-3500,0.7644191714053615,3500
200,241,248,253,0.8298755186721992,750,0.9802371541501976,1000
607,1062,959,530,0.571563088512241,-437,1.8094339622641509,-1563
643,758,786,1487,0.8482849604221636,-624,0.5285810356422327,3533
1136,1266,1160,2682,0.8973143759873617,-750,0.4325130499627144,4188
1183,1112,975,733,1.0638489208633093,-375,1.330150068212824,-563
491,498,251,243,0.9859437751004017,126,1.0329218106995885,1500
424,280,235,410,1.5142857142857142,-2374,0.573170731707317,3625
551,523,441,770,1.0535372848948374,-2000,0.5727272727272728,3936
1012,985,1369,1668,1.0274111675126905,-999,0.8207434052757794,1343
1295,1305,1221,1460,0.9923371647509579,-1187,0.8363013698630137,1873
1190,952,1252,2241,1.25,-3252,0.5586791610887997,3405
1879,1503,3243,1055,1.2501663339986693,-157,3.0739336492890996,-4236
1650,1977,1516,1131,0.834597875569044,-1344,1.3404067197170646,562
1468,1653,1204,1197,0.8880822746521476,-1187,1.0058479532163742,938
6967,6632,7370,7840,1.0505126658624848,703,0.9400510204081632,3578
2686,2524,2823,4218,1.0641838351822503,-1657,0.6692745376955903,3937
1177,3408,1367,1175,0.3453638497652582,3344,1.163404255319149,1000
292,279,783,199,1.0465949820788532,500,3.9346733668341707,-1688
287,201,242,394,1.427860696517413,-250,0.6142131979695431,2875
1367,1271,1341,1496,1.075531077891424,-1750,0.8963903743315508,1907
1354,2281,1240,1276,0.5935992985532661,1594,0.9717868338557993,-94
644,1745,582,3361,0.369054441260745,593,0.17316274918179114,5625
239,264,244,282,0.9053030303030303,-2250,0.8652482269503546,5250
1075,588,643,916,1.8282312925170068,-3936,0.7019650655021834,5500
1427,1394,2176,1606,1.0236728837876614,-687,1.3549190535491906,30
1149,1051,1055,4473,1.093244529019981,-1688,0.23585960205678516,4673
1109,3361,1443,1297,0.32996132103540615,2907,1.112567463377024,1001
3574,2087,2361,2967,1.712505989458553,-2266,0.7957532861476239,2343
1180,1028,1170,1594,1.1478599221789882,-1126,0.7340025094102886,2970
1352,1190,811,645,1.1361344537815126,-251,1.2573643410852713,1436
3639,3364,4914,4188,1.0817479191438764,-265,1.173352435530086,1358
1189,1822,1130,996,0.6525795828759605,1093,1.1345381526104417,2
1400,1255,1494,1356,1.1155378486055776,-1375,1.1017699115044248,2125
1102,1051,2469,898,1.0485252140818269,874,2.749443207126949,-374
1085,1038,3355,851,1.0452793834296725,-500,3.9424206815511162,-3045
1068,1353,1746,1000,0.7893569844789357,1063,1.746,-1187
275,227,228,608,1.2114537444933922,250,0.375,3875
1052,800,5624,630,1.315,188,8.926984126984127,-4742
1054,1242,1502,733,0.8486312399355878,-187,2.049113233287858,188
2493,1806,2135,2446,1.3803986710963456,-1969,0.8728536385936222,2595
1272,782,889,1324,1.6265984654731458,-2437,0.6714501510574018,2811
